13:52:37.477 default [restartedMain] INFO  c.e.mqttmodbus.MqttmodbusApplication - Starting MqttmodbusApplication using Java 16.0.1 on RD-Young-NB with PID 7860 (C:\Users\user\Documents\workspace-spring-tool-suite-4-4.11.0.RELEASE\mqttmodbus\target\classes started by user in C:\Users\user\Documents\workspace-spring-tool-suite-4-4.11.0.RELEASE\mqttmodbus)
13:52:37.479 default [restartedMain] INFO  c.e.mqttmodbus.MqttmodbusApplication - No active profile set, falling back to default profiles: default
13:52:37.525 default [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
13:52:38.409 default [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
13:52:38.448 default [restartedMain] INFO  c.e.mqttmodbus.MqttmodbusApplication - Started MqttmodbusApplication in 1.265 seconds (JVM running for 2.39)
13:52:38.462 default [scheduling-1] INFO  c.e.m.service.PlcInfoService - do getPlcInfoList
13:52:38.487 default [hawtdispatch-DEFAULT-2] INFO  c.e.mqttmodbus.mqtt.CallBackClient - mqtt broker connection Success!!
13:52:38.487 default [hawtdispatch-DEFAULT-2] INFO  c.e.mqttmodbus.mqtt.CallBackClient - onConnected!!!
13:52:45.212 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - Connection OK 10.63.1.38
13:52:45.221 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value 10.63.1.38[Z@ab656d9
13:52:45.222 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value done0000000000000000
13:52:45.229 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - Connection OK 10.63.1.39
13:52:45.237 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value 10.63.1.39[Z@7f9f9491
13:52:45.237 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value done0000000000000000
13:52:46.211 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - Connection OK 10.63.1.41
13:52:46.215 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value 10.63.1.41[Z@5798f6c8
13:52:46.216 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value done0000000000000000
13:52:46.224 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - Connection OK 10.63.1.42
13:52:46.227 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value 10.63.1.42[Z@17a09de4
13:52:46.227 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value done0100010001100000
13:52:46.235 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - Connection OK 10.63.1.43
13:52:46.238 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value 10.63.1.43[Z@2f180157
13:52:46.239 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value done0110100001100000
13:52:46.245 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - Connection OK 10.63.1.44
13:52:46.249 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value 10.63.1.44[Z@2ca03339
13:52:46.250 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value done0110010011100000
13:52:46.255 default [scheduling-1] INFO  c.e.m.scheduled.RecordChecker - json--->[{"id":"D12","type":"timeout","status":{"yellowBox":"0"}},{"id":"D11","type":"timeout","status":{"yellowBox":"0"}},{"id":"D10","type":"timeout","status":{"yellowBox":"0"}},{"id":"D09","type":"timeout","status":{"yellowBox":"0"}},{"id":"D08","type":"timeout","status":{"yellowBox":"0"}},{"id":"D07","type":"timeout","status":{"yellowBox":"0"}},{"id":"D06","type":"timeout","status":{"yellowBox":"0"}},{"id":"D05","type":"timeout","status":{"yellowBox":"0"}},{"id":"D04","type":"timeout","status":{"yellowBox":"0"}},{"id":"D03","type":"timeout","status":{"yellowBox":"0"}},{"id":"D02","type":"timeout","status":{"yellowBox":"0"}},{"id":"D01","type":"timeout","status":{"yellowBox":"0"}},{"id":"C08","type":"timeout","status":{"yellowBox":"0"}},{"id":"C07","type":"timeout","status":{"yellowBox":"0"}},{"id":"C06","type":"timeout","status":{"yellowBox":"0"}},{"id":"C05","type":"timeout","status":{"yellowBox":"0"}},{"id":"C04","type":"timeout","status":{"yellowBox":"0"}},{"id":"C03","type":"timeout","status":{"yellowBox":"0"}},{"id":"C02","type":"timeout","status":{"yellowBox":"0"}},{"id":"C01","type":"timeout","status":{"yellowBox":"0"}},{"id":"B08","status":{"yellowBox":"0"}},{"id":"B07","status":{"yellowBox":"0"}},{"id":"B06","status":{"yellowBox":"0"}},{"id":"B05","status":{"yellowBox":"0"}},{"id":"B04","status":{"yellowBox":"0"}},{"id":"B03","type":"timeout","status":{"yellowBox":"0"}},{"id":"B02","type":"timeout","status":{"yellowBox":"0"}},{"id":"B01","type":"timeout","status":{"yellowBox":"0"}},{"id":"A12","status":{"yellowBox":"0"}},{"id":"A11","status":{"yellowBox":"0"}},{"id":"A10","status":{"yellowBox":"0"}},{"id":"A09","status":{"yellowBox":"2"}},{"id":"A08","status":{"yellowBox":"1"}},{"id":"A07","status":{"yellowBox":"1"}},{"id":"A06","status":{"yellowBox":"2"}},{"id":"A05","status":{"yellowBox":"1"}},{"id":"A04","status":{"yellowBox":"2"}},{"id":"A03","status":{"yellowBox":"3"}},{"id":"A02","status":{"yellowBox":"1"}},{"id":"A01","status":{"yellowBox":"2"}}]
13:52:46.314 default [hawtdispatch-DEFAULT-2] INFO  c.e.mqttmodbus.mqtt.CallBackClient - push success!
13:52:53.210 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - Connection OK 10.63.1.38
13:52:53.214 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value 10.63.1.38[Z@3e95991e
13:52:53.214 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value done0000000000000000
13:52:53.220 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - Connection OK 10.63.1.39
13:52:53.223 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value 10.63.1.39[Z@3f0b9460
13:52:53.224 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value done0000000000000000
13:52:54.206 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - Connection OK 10.63.1.41
13:52:54.209 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value 10.63.1.41[Z@25029b41
13:52:54.209 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value done0000000000000000
13:52:54.216 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - Connection OK 10.63.1.42
13:52:54.219 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value 10.63.1.42[Z@2b15efac
13:52:54.219 default [scheduling-1] INFO  c.e.mqttmodbus.modbus.ModBusUtil - get value done0100010001100000
